date,source,generation_gwh,unit
2016-03-01,Electricity Generation by Mixed,19.88,GWh
2016-03-01,Electricity Generation by Wind,51.4,GWh
2016-03-01,Electricity Generation by bagasse,74.23,GWh
2016-03-01,Electricity Generation by Solar,14.73,GWh
2016-04-01,Total Electricity Generation by all sources,7813.99,GWh
2016-04-01,Electricity Generation by Hydel,2385.69,GWh
2016-04-01,Electricity Generation by Coal,11.52,GWh
2016-04-01,Electricity Generation by High Speed Diesel (HSD),12.96,GWh
2016-04-01,Electricity Generation by Residual Fuel Oil (RFO),2251.3,GWh
2016-04-01,Electricity Generation by Gas,2524.12,GWh
2016-04-01,Electricity Generation by Nuclear,421.39,GWh
2016-04-01,Electricity Imported from Iran,39.24,GWh
2016-04-01,Electricity Generation by Mixed,9.13,GWh
2016-04-01,Electricity Generation by Wind,73.9,GWh
2016-04-01,Electricity Generation by bagasse,69.58,GWh
2016-04-01,Electricity Generation by Solar,15.16,GWh
2016-05-01,Total Electricity Generation by all sources,10003.29,GWh
2016-05-01,Electricity Generation by Hydel,3584.26,GWh
2016-05-01,Electricity Generation by Coal,10.73,GWh
2016-05-01,Electricity Generation by High Speed Diesel (HSD),22.56,GWh
2016-05-01,Electricity Generation by Residual Fuel Oil (RFO),2732.92,GWh
2016-05-01,Electricity Generation by Gas,2963.73,GWh
2016-05-01,Electricity Generation by Nuclear,416.99,GWh
2016-05-01,Electricity Imported from Iran,44.74,GWh
2016-05-01,Electricity Generation by Mixed,9.11,GWh
2016-05-01,Electricity Generation by Wind,126.88,GWh
2016-05-01,Electricity Generation by bagasse,61.52,GWh
2016-05-01,Electricity Generation by Solar,29.85,GWh
2016-06-01,Total Electricity Generation by all sources,9893.63,GWh
2016-06-01,Electricity Generation by Hydel,3739.78,GWh
2016-06-01,Electricity Generation by Coal,12.35,GWh
2016-06-01,Electricity Generation by High Speed Diesel (HSD),197.97,GWh
2016-06-01,Electricity Generation by Residual Fuel Oil (RFO),3420.79,GWh
2016-06-01,Electricity Generation by Gas,1923.67,GWh
2016-06-01,Electricity Generation by Nuclear,422.01,GWh
2016-06-01,Electricity Imported from Iran,43.6,GWh
2016-06-01,Electricity Generation by Mixed,9.78,GWh
2016-06-01,Electricity Generation by Wind,11.12,GWh
2016-06-01,Electricity Generation by bagasse,66.15,GWh
2016-06-01,Electricity Generation by Solar,46.41,GWh
2016-07-01,Total Electricity Generation by all sources,11005.649,GWh
2016-07-01,Electricity Generation by Hydel,3948.02,GWh
2016-07-01,Electricity Generation by Coal,8.399,GWh
2016-07-01,Electricity Generation by High Speed Diesel (HSD),86.53,GWh
2016-07-01,Electricity Generation by Residual Fuel Oil (RFO),3168.7,GWh
2016-07-01,Electricity Generation by Gas,2054.58,GWh
2016-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1000.51,GWh
2016-07-01,Electricity Generation by Nuclear,434.59,GWh
2016-07-01,Electricity Imported from Iran,45.51,GWh
2016-07-01,Electricity Generation by Mixed,8.11,GWh
2016-07-01,Electricity Generation by Wind,129.65,GWh
2016-07-01,Electricity Generation by bagasse,63.54,GWh
2016-07-01,Electricity Generation by Solar,57.51,GWh
2016-08-01,Total Electricity Generation by all sources,10780.2,GWh
2016-08-01,Electricity Generation by Hydel,4249.59,GWh
2016-08-01,Electricity Generation by Coal,10.44,GWh
2016-08-01,Electricity Generation by High Speed Diesel (HSD),142.16,GWh
2016-08-01,Electricity Generation by Residual Fuel Oil (RFO),3054.42,GWh
2016-08-01,Electricity Generation by Gas,2343.99,GWh
2016-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),291.27,GWh
2016-08-01,Electricity Generation by Nuclear,432.19,GWh
2016-08-01,Electricity Imported from Iran,44.72,GWh
2016-08-01,Electricity Generation by Mixed,7.84,GWh
2016-08-01,Electricity Generation by Wind,82.63,GWh
2016-08-01,Electricity Generation by bagasse,68.95,GWh
2016-08-01,Electricity Generation by Solar,52.0,GWh
2016-09-01,Total Electricity Generation by all sources,10220.1,GWh
2016-09-01,Electricity Generation by Hydel,4209.5,GWh
2016-09-01,Electricity Generation by Coal,8.13,GWh
2016-09-01,Electricity Generation by High Speed Diesel (HSD),101.66,GWh
2016-09-01,Electricity Generation by Residual Fuel Oil (RFO),2651.33,GWh
2016-09-01,Electricity Generation by Gas,2233.36,GWh
2016-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),297.53,GWh
2016-09-01,Electricity Generation by Nuclear,422.31,GWh
2016-09-01,Electricity Imported from Iran,42.09,GWh
2016-09-01,Electricity Generation by Mixed,7.03,GWh
2016-09-01,Electricity Generation by Wind,143.08,GWh
2016-09-01,Electricity Generation by bagasse,42.21,GWh
2016-09-01,Electricity Generation by Solar,61.87,GWh
2016-10-01,Total Electricity Generation by all sources,8678.57,GWh
2016-10-01,Electricity Generation by Hydel,2762.04,GWh
2016-10-01,Electricity Generation by Coal,10.17,GWh
2016-10-01,Electricity Generation by High Speed Diesel (HSD),172.84,GWh
2016-10-01,Electricity Generation by Residual Fuel Oil (RFO),2630.35,GWh
2016-10-01,Electricity Generation by Gas,2118.17,GWh
2016-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),353.6,GWh
2016-10-01,Electricity Generation by Nuclear,437.42,GWh
2016-10-01,Electricity Imported from Iran,41.34,GWh
2016-10-01,Electricity Generation by Mixed,5.98,GWh
2016-10-01,Electricity Generation by Wind,71.59,GWh
2016-10-01,Electricity Generation by bagasse,18.66,GWh
2016-10-01,Electricity Generation by Solar,56.41,GWh
2016-11-01,Total Electricity Generation by all sources,6935.26,GWh
2016-11-01,Electricity Generation by Hydel,2842.53,GWh
2016-11-01,Electricity Generation by Coal,0.0,GWh
2016-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2016-11-01,Electricity Generation by Residual Fuel Oil (RFO),1345.02,GWh
2016-11-01,Electricity Generation by Gas,1925.57,GWh
2016-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),286.15,GWh
2016-11-01,Electricity Generation by Nuclear,338.4,GWh
2016-11-01,Electricity Imported from Iran,35.02,GWh
2016-11-01,Electricity Generation by Mixed,14.57,GWh
2016-11-01,Electricity Generation by Wind,46.67,GWh
2016-11-01,Electricity Generation by bagasse,55.99,GWh
2016-11-01,Electricity Generation by Solar,45.34,GWh
2016-12-01,Total Electricity Generation by all sources,6903.01,GWh
2016-12-01,Electricity Generation by Hydel,1642.65,GWh
2016-12-01,Electricity Generation by Coal,2.5,GWh
2016-12-01,Electricity Generation by High Speed Diesel (HSD),60.62,GWh
2016-12-01,Electricity Generation by Residual Fuel Oil (RFO),2673.3,GWh
2016-12-01,Electricity Generation by Gas,1855.34,GWh
2016-12-01,Electricity Generation by Nuclear,441.69,GWh
2016-12-01,Electricity Imported from Iran,32.05,GWh
2016-12-01,Electricity Generation by Mixed,27.79,GWh
2016-12-01,Electricity Generation by Wind,54.13,GWh
2016-12-01,Electricity Generation by bagasse,69.78,GWh
2016-12-01,Electricity Generation by Solar,43.16,GWh
2017-01-01,Total Electricity Generation by all sources,7168.2,GWh
2017-01-01,Electricity Generation by Hydel,811.78,GWh
2017-01-01,Electricity Generation by Coal,9.62,GWh
2017-01-01,Electricity Generation by High Speed Diesel (HSD),362.08,GWh
2017-01-01,Electricity Generation by Residual Fuel Oil (RFO),3295.96,GWh
2017-01-01,Electricity Generation by Gas,1822.2,GWh
2017-01-01,Electricity Generation by Nuclear,580.55,GWh
2017-01-01,Electricity Imported from Iran,34.58,GWh
2017-01-01,Electricity Generation by Mixed,32.45,GWh
2017-01-01,Electricity Generation by Wind,106.81,GWh
2017-01-01,Electricity Generation by bagasse,73.28,GWh
2017-01-01,Electricity Generation by Solar,38.89,GWh
2017-02-01,Total Electricity Generation by all sources,6352.5,GWh
2017-02-01,Electricity Generation by Hydel,1493.5,GWh
2017-02-01,Electricity Generation by Coal,4.6,GWh
2017-02-01,Electricity Generation by High Speed Diesel (HSD),5.9,GWh
2017-02-01,Electricity Generation by Residual Fuel Oil (RFO),1677.5,GWh
2017-02-01,Electricity Generation by Gas,1796.6,GWh
2017-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),537.8,GWh
2017-02-01,Electricity Generation by Nuclear,581.0,GWh
2017-02-01,Electricity Imported from Iran,33.8,GWh
2017-02-01,Electricity Generation by Mixed,36.1,GWh
2017-02-01,Electricity Generation by Wind,51.0,GWh
2017-02-01,Electricity Generation by bagasse,80.5,GWh
2017-02-01,Electricity Generation by Solar,54.2,GWh
2017-03-01,Total Electricity Generation by all sources,7619.83,GWh
2017-03-01,Electricity Generation by Hydel,1284.24,GWh
2017-03-01,Electricity Generation by Coal,8.7,GWh
2017-03-01,Electricity Generation by High Speed Diesel (HSD),38.15,GWh
2017-03-01,Electricity Generation by Residual Fuel Oil (RFO),2495.77,GWh
2017-03-01,Electricity Generation by Gas,2218.74,GWh
2017-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),611.23,GWh
2017-03-01,Electricity Generation by Nuclear,616.62,GWh
2017-03-01,Electricity Imported from Iran,38.72,GWh
2017-03-01,Electricity Generation by Mixed,50.21,GWh
2017-03-01,Electricity Generation by Wind,86.64,GWh
2017-03-01,Electricity Generation by bagasse,107.94,GWh
2017-03-01,Electricity Generation by Solar,62.87,GWh
2017-04-01,Total Electricity Generation by all sources,8841.98,GWh
2017-04-01,Electricity Generation by Hydel,2025.71,GWh
2017-04-01,Electricity Generation by Coal,13.1,GWh
2017-04-01,Electricity Generation by High Speed Diesel (HSD),137.65,GWh
2017-04-01,Electricity Generation by Residual Fuel Oil (RFO),3081.24,GWh
2017-04-01,Electricity Generation by Gas,1938.45,GWh
2017-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),785.68,GWh
2017-04-01,Electricity Generation by Nuclear,440.8,GWh
2017-04-01,Electricity Imported from Iran,44.91,GWh
2017-04-01,Electricity Generation by Mixed,29.54,GWh
2017-04-01,Electricity Generation by Wind,149.27,GWh
2017-04-01,Electricity Generation by bagasse,132.87,GWh
2017-04-01,Electricity Generation by Solar,62.76,GWh
2017-05-01,Total Electricity Generation by all sources,11022.06,GWh
2017-05-01,Electricity Generation by Hydel,3325.01,GWh
2017-05-01,Electricity Generation by Coal,237.06,GWh
2017-05-01,Electricity Generation by High Speed Diesel (HSD),405.56,GWh
2017-05-01,Electricity Generation by Residual Fuel Oil (RFO),3305.8,GWh
2017-05-01,Electricity Generation by Gas,1944.85,GWh
2017-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),857.31,GWh
2017-05-01,Electricity Generation by Nuclear,485.44,GWh
2017-05-01,Electricity Imported from Iran,49.48,GWh
2017-05-01,Electricity Generation by Mixed,25.08,GWh
2017-05-01,Electricity Generation by Wind,210.07,GWh
2017-05-01,Electricity Generation by bagasse,113.55,GWh
2017-05-01,Electricity Generation by Solar,62.85,GWh
2017-06-01,Total Electricity Generation by all sources,11458.23,GWh
2017-06-01,Electricity Generation by Hydel,3490.23,GWh
2017-06-01,Electricity Generation by Coal,652.44,GWh
2017-06-01,Electricity Generation by High Speed Diesel (HSD),155.37,GWh
2017-06-01,Electricity Generation by Residual Fuel Oil (RFO),2559.93,GWh
2017-06-01,Electricity Generation by Gas,2111.76,GWh
2017-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1406.78,GWh
2017-06-01,Electricity Generation by Nuclear,657.14,GWh
2017-06-01,Electricity Imported from Iran,53.88,GWh
2017-06-01,Electricity Generation by Mixed,26.67,GWh
2017-06-01,Electricity Generation by Wind,195.65,GWh
2017-06-01,Electricity Generation by bagasse,94.09,GWh
2017-06-01,Electricity Generation by Solar,54.29,GWh
2017-07-01,Total Electricity Generation by all sources,12496.64,GWh
2017-07-01,Electricity Generation by Hydel,3847.55,GWh
2017-07-01,Electricity Generation by Coal,368.05,GWh
2017-07-01,Electricity Generation by High Speed Diesel (HSD),335.59,GWh
2017-07-01,Electricity Generation by Residual Fuel Oil (RFO),3198.5,GWh
2017-07-01,Electricity Generation by Gas,2145.17,GWh
2017-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1514.5,GWh
2017-07-01,Electricity Generation by Nuclear,641.59,GWh
2017-07-01,Electricity Imported from Iran,54.28,GWh
2017-07-01,Electricity Generation by Mixed,26.69,GWh
2017-07-01,Electricity Generation by Wind,232.78,GWh
2017-07-01,Electricity Generation by bagasse,75.31,GWh
2017-07-01,Electricity Generation by Solar,56.63,GWh
2017-08-01,Total Electricity Generation by all sources,12754.283,GWh
2017-08-01,Electricity Generation by Hydel,4196.51,GWh
2017-08-01,Electricity Generation by Coal,405.07,GWh
2017-08-01,Electricity Generation by High Speed Diesel (HSD),335.99,GWh
2017-08-01,Electricity Generation by Residual Fuel Oil (RFO),3122.95,GWh
2017-08-01,Electricity Generation by Gas,2146.31,GWh
2017-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1369.2,GWh
2017-08-01,Electricity Generation by Nuclear,736.333,GWh
2017-08-01,Electricity Imported from Iran,52.65,GWh
2017-08-01,Electricity Generation by Mixed,31.02,GWh
2017-08-01,Electricity Generation by Wind,204.4,GWh
2017-08-01,Electricity Generation by bagasse,94.09,GWh
2017-08-01,Electricity Generation by Solar,59.76,GWh
2017-09-01,Total Electricity Generation by all sources,11489.02,GWh
2017-09-01,Electricity Generation by Hydel,4142.64,GWh
2017-09-01,Electricity Generation by Coal,551.18,GWh
2017-09-01,Electricity Generation by High Speed Diesel (HSD),60.25,GWh
2017-09-01,Electricity Generation by Residual Fuel Oil (RFO),2328.48,GWh
2017-09-01,Electricity Generation by Gas,1882.79,GWh
2017-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1326.37,GWh
2017-09-01,Electricity Generation by Nuclear,777.55,GWh
2017-09-01,Electricity Imported from Iran,49.21,GWh
2017-09-01,Electricity Generation by Mixed,56.68,GWh
2017-09-01,Electricity Generation by Wind,141.65,GWh
2017-09-01,Electricity Generation by bagasse,110.28,GWh
2017-09-01,Electricity Generation by Solar,61.94,GWh
2017-10-01,Total Electricity Generation by all sources,10017.29,GWh
2017-10-01,Electricity Generation by Hydel,2438.39,GWh
2017-10-01,Electricity Generation by Coal,687.36,GWh
2017-10-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2017-10-01,Electricity Generation by Residual Fuel Oil (RFO),2547.48,GWh
2017-10-01,Electricity Generation by Gas,1683.17,GWh
2017-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1492.74,GWh
2017-10-01,Electricity Generation by Nuclear,837.6,GWh
2017-10-01,Electricity Imported from Iran,48.62,GWh
2017-10-01,Electricity Generation by Mixed,56.79,GWh
2017-10-01,Electricity Generation by Wind,76.76,GWh
2017-10-01,Electricity Generation by bagasse,65.56,GWh
2017-10-01,Electricity Generation by Solar,82.82,GWh
2017-11-01,Total Electricity Generation by all sources,7370.22,GWh
2017-11-01,Electricity Generation by Hydel,2212.47,GWh
2017-11-01,Electricity Generation by Coal,961.75,GWh
2017-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2017-11-01,Electricity Generation by Residual Fuel Oil (RFO),648.5,GWh
2017-11-01,Electricity Generation by Gas,1778.11,GWh
2017-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),869.66,GWh
2017-11-01,Electricity Generation by Nuclear,634.21,GWh
2017-11-01,Electricity Imported from Iran,40.63,GWh
2017-11-01,Electricity Generation by Mixed,56.13,GWh
2017-11-01,Electricity Generation by Wind,71.1,GWh
2017-11-01,Electricity Generation by bagasse,55.46,GWh
2017-11-01,Electricity Generation by Solar,42.2,GWh
2017-12-01,Total Electricity Generation by all sources,7690.24,GWh
2017-12-01,Electricity Generation by Hydel,1231.53,GWh
2017-12-01,Electricity Generation by Coal,909.58,GWh
2017-12-01,Electricity Generation by High Speed Diesel (HSD),51.48,GWh
2017-12-01,Electricity Generation by Residual Fuel Oil (RFO),2281.45,GWh
2017-12-01,Electricity Generation by Gas,1787.66,GWh
2017-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),365.86,GWh
2017-12-01,Electricity Generation by Nuclear,728.59,GWh
2017-12-01,Electricity Imported from Iran,36.82,GWh
2017-12-01,Electricity Generation by Mixed,55.35,GWh
2017-12-01,Electricity Generation by Wind,106.75,GWh
2017-12-01,Electricity Generation by bagasse,86.39,GWh
2017-12-01,Electricity Generation by Solar,48.78,GWh
2018-01-01,Total Electricity Generation by all sources,7982.06,GWh
2018-01-01,Electricity Generation by Hydel,606.34,GWh
2018-01-01,Electricity Generation by Coal,1144.66,GWh
2018-01-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2018-01-01,Electricity Generation by Residual Fuel Oil (RFO),1630.46,GWh
2018-01-01,Electricity Generation by Gas,1851.64,GWh
2018-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1602.88,GWh
2018-01-01,Electricity Generation by Nuclear,820.95,GWh
2018-01-01,Electricity Imported from Iran,37.93,GWh
2018-01-01,Electricity Generation by Mixed,72.4,GWh
2018-01-01,Electricity Generation by Wind,73.1,GWh
2018-01-01,Electricity Generation by bagasse,86.9,GWh
2018-01-01,Electricity Generation by Solar,54.8,GWh
2018-02-01,Total Electricity Generation by all sources,6948.87,GWh
2018-02-01,Electricity Generation by Hydel,1356.6,GWh
2018-02-01,Electricity Generation by Coal,1162.0,GWh
2018-02-01,Electricity Generation by High Speed Diesel (HSD),0.77,GWh
2018-02-01,Electricity Generation by Residual Fuel Oil (RFO),581.4,GWh
2018-02-01,Electricity Generation by Gas,1572.9,GWh
2018-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1340.9,GWh
2018-02-01,Electricity Generation by Nuclear,608.2,GWh
2018-02-01,Electricity Imported from Iran,34.6,GWh
2018-02-01,Electricity Generation by Mixed,61.1,GWh
2018-02-01,Electricity Generation by Wind,94.9,GWh
2018-02-01,Electricity Generation by bagasse,80.9,GWh
2018-02-01,Electricity Generation by Solar,54.6,GWh
2018-03-01,Total Electricity Generation by all sources,8740.91,GWh
2018-03-01,Electricity Generation by Hydel,872.44,GWh
2018-03-01,Electricity Generation by Coal,1263.58,GWh
2018-03-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2018-03-01,Electricity Generation by Residual Fuel Oil (RFO),1410.35,GWh
2018-03-01,Electricity Generation by Gas,1860.06,GWh
2018-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2126.1,GWh
2018-03-01,Electricity Generation by Nuclear,786.18,GWh
2018-03-01,Electricity Imported from Iran,42.17,GWh
2018-03-01,Electricity Generation by Mixed,68.81,GWh
2018-03-01,Electricity Generation by Wind,149.25,GWh
2018-03-01,Electricity Generation by bagasse,91.09,GWh
2018-03-01,Electricity Generation by Solar,70.88,GWh
2018-04-01,Total Electricity Generation by all sources,10999.59,GWh
2018-04-01,Electricity Generation by Hydel,1527.0,GWh
2018-04-01,Electricity Generation by Coal,1401.0,GWh
2018-04-01,Electricity Generation by High Speed Diesel (HSD),0.11,GWh
2018-04-01,Electricity Generation by Residual Fuel Oil (RFO),1550.0,GWh
2018-04-01,Electricity Generation by Gas,1549.0,GWh
2018-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3695.0,GWh
2018-04-01,Electricity Generation by Nuclear,835.0,GWh
2018-04-01,Electricity Imported from Iran,46.4,GWh
2018-04-01,Electricity Generation by Mixed,56.37,GWh
2018-04-01,Electricity Generation by Wind,205.35,GWh
2018-04-01,Electricity Generation by bagasse,54.53,GWh
2018-04-01,Electricity Generation by Solar,79.83,GWh
2018-05-01,Total Electricity Generation by all sources,12098.98,GWh
2018-05-01,Electricity Generation by Hydel,2217.0,GWh
2018-05-01,Electricity Generation by Coal,1488.95,GWh
2018-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2018-05-01,Electricity Generation by Residual Fuel Oil (RFO),2338.23,GWh
2018-05-01,Electricity Generation by Gas,1931.34,GWh
2018-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2890.12,GWh
2018-05-01,Electricity Generation by Nuclear,656.16,GWh
2018-05-01,Electricity Imported from Iran,53.63,GWh
2018-05-01,Electricity Generation by Mixed,57.08,GWh
2018-05-01,Electricity Generation by Wind,289.4,GWh
2018-05-01,Electricity Generation by bagasse,113.45,GWh
2018-05-01,Electricity Generation by Solar,63.62,GWh
2018-06-01,Total Electricity Generation by all sources,12913.76,GWh
2018-06-01,Electricity Generation by Hydel,3589.02,GWh
2018-06-01,Electricity Generation by Coal,1522.47,GWh
2018-06-01,Electricity Generation by High Speed Diesel (HSD),3.9,GWh
2018-06-01,Electricity Generation by Residual Fuel Oil (RFO),1162.5,GWh
2018-06-01,Electricity Generation by Gas,2026.03,GWh
2018-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3252.28,GWh
2018-06-01,Electricity Generation by Nuclear,656.03,GWh
2018-06-01,Electricity Imported from Iran,52.88,GWh
2018-06-01,Electricity Generation by Mixed,55.06,GWh
2018-06-01,Electricity Generation by Wind,427.29,GWh
2018-06-01,Electricity Generation by bagasse,109.25,GWh
2018-06-01,Electricity Generation by Solar,57.05,GWh
2018-07-01,Total Electricity Generation by all sources,13751.81,GWh
2018-07-01,Electricity Generation by Hydel,3891.51,GWh
2018-07-01,Electricity Generation by Coal,1736.77,GWh
2018-07-01,Electricity Generation by High Speed Diesel (HSD),10.74,GWh
2018-07-01,Electricity Generation by Residual Fuel Oil (RFO),1283.76,GWh
2018-07-01,Electricity Generation by Gas,2045.43,GWh
2018-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3370.24,GWh
2018-07-01,Electricity Generation by Nuclear,735.65,GWh
2018-07-01,Electricity Imported from Iran,29.39,GWh
2018-07-01,Electricity Generation by Mixed,58.02,GWh
2018-07-01,Electricity Generation by Wind,428.92,GWh
2018-07-01,Electricity Generation by bagasse,99.86,GWh
2018-07-01,Electricity Generation by Solar,61.52,GWh
2018-08-01,Total Electricity Generation by all sources,14017.49,GWh
2018-08-01,Electricity Generation by Hydel,4478.41,GWh
2018-08-01,Electricity Generation by Coal,1343.77,GWh
2018-08-01,Electricity Generation by High Speed Diesel (HSD),6.07,GWh
2018-08-01,Electricity Generation by Residual Fuel Oil (RFO),1643.75,GWh
2018-08-01,Electricity Generation by Gas,2039.67,GWh
2018-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3187.48,GWh
2018-08-01,Electricity Generation by Nuclear,628.27,GWh
2018-08-01,Electricity Imported from Iran,48.83,GWh
2018-08-01,Electricity Generation by Mixed,58.0,GWh
2018-08-01,Electricity Generation by Wind,439.3,GWh
2018-08-01,Electricity Generation by bagasse,80.27,GWh
2018-08-01,Electricity Generation by Solar,63.67,GWh
2018-09-01,Total Electricity Generation by all sources,12552.06,GWh
2018-09-01,Electricity Generation by Hydel,4279.5,GWh
2018-09-01,Electricity Generation by Coal,1149.17,GWh
2018-09-01,Electricity Generation by High Speed Diesel (HSD),1.93,GWh
2018-09-01,Electricity Generation by Residual Fuel Oil (RFO),1024.88,GWh
2018-09-01,Electricity Generation by Gas,1980.34,GWh
2018-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2847.33,GWh
2018-09-01,Electricity Generation by Nuclear,681.93,GWh
2018-09-01,Electricity Imported from Iran,47.07,GWh
2018-09-01,Electricity Generation by Mixed,53.21,GWh
2018-09-01,Electricity Generation by Wind,342.35,GWh
2018-09-01,Electricity Generation by bagasse,79.97,GWh
2018-09-01,Electricity Generation by Solar,64.38,GWh
2018-10-01,Total Electricity Generation by all sources,9573.79,GWh
2018-10-01,Electricity Generation by Hydel,2389.95,GWh
2018-10-01,Electricity Generation by Coal,1115.7,GWh
2018-10-01,Electricity Generation by Residual Fuel Oil (RFO),754.35,GWh
2018-10-01,Electricity Generation by Gas,1913.1,GWh
2018-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2194.68,GWh
2018-10-01,Electricity Generation by Nuclear,887.67,GWh
2018-10-01,Electricity Imported from Iran,45.95,GWh
2018-10-01,Electricity Generation by Mixed,48.34,GWh
2018-10-01,Electricity Generation by Wind,94.05,GWh
2018-10-01,Electricity Generation by bagasse,68.56,GWh
2018-10-01,Electricity Generation by Solar,61.44,GWh
2018-11-01,Total Electricity Generation by all sources,7545.63,GWh
2018-11-01,Electricity Generation by Hydel,2563.97,GWh
2018-11-01,Electricity Generation by Coal,1043.72,GWh
2018-11-01,Electricity Generation by Residual Fuel Oil (RFO),5.75,GWh
2018-11-01,Electricity Generation by Gas,1511.98,GWh
2018-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1299.75,GWh
2018-11-01,Electricity Generation by Nuclear,821.05,GWh
2018-11-01,Electricity Imported from Iran,39.16,GWh
2018-11-01,Electricity Generation by Mixed,25.65,GWh
2018-11-01,Electricity Generation by Wind,126.87,GWh
2018-11-01,Electricity Generation by bagasse,59.7,GWh
2018-11-01,Electricity Generation by Solar,48.03,GWh
2018-12-01,Total Electricity Generation by all sources,7720.646988,GWh
2018-12-01,Electricity Generation by Hydel,1334.488221,GWh
2018-12-01,Electricity Generation by Coal,1563.12875,GWh
2018-12-01,Electricity Generation by Residual Fuel Oil (RFO),930.784947,GWh
2018-12-01,Electricity Generation by Gas,1679.262704,GWh
2018-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),960.53882,GWh
2018-12-01,Electricity Generation by Nuclear,896.588,GWh
2018-12-01,Electricity Imported from Iran,38.1136,GWh
2018-12-01,Electricity Generation by Mixed,23.75873,GWh
2018-12-01,Electricity Generation by Wind,170.659426,GWh
2018-12-01,Electricity Generation by bagasse,70.39088,GWh
2018-12-01,Electricity Generation by Solar,52.93291,GWh
2019-01-01,Total Electricity Generation by all sources,7763.58,GWh
2019-01-01,Electricity Generation by Hydel,477.62,GWh
2019-01-01,Electricity Generation by Coal,1451.8,GWh
2019-01-01,Electricity Generation by High Speed Diesel (HSD),12.26,GWh
2019-01-01,Electricity Generation by Residual Fuel Oil (RFO),1722.06,GWh
2019-01-01,Electricity Generation by Gas,1709.42,GWh
2019-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1138.25,GWh
2019-01-01,Electricity Generation by Nuclear,905.62,GWh
2019-01-01,Electricity Imported from Iran,35.04,GWh
2019-01-01,Electricity Generation by Mixed,25.62,GWh
2019-01-01,Electricity Generation by Wind,156.27,GWh
2019-01-01,Electricity Generation by bagasse,86.42,GWh
2019-01-01,Electricity Generation by Solar,43.2,GWh
2019-02-01,Total Electricity Generation by all sources,6686.83,GWh
2019-02-01,Electricity Generation by Hydel,1522.6,GWh
2019-02-01,Electricity Generation by Coal,1167.69,GWh
2019-02-01,Electricity Generation by Residual Fuel Oil (RFO),112.35,GWh
2019-02-01,Electricity Generation by Gas,1595.08,GWh
2019-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1129.23,GWh
2019-02-01,Electricity Generation by Nuclear,744.03,GWh
2019-02-01,Electricity Imported from Iran,28.38,GWh
2019-02-01,Electricity Generation by Mixed,23.49,GWh
2019-02-01,Electricity Generation by Wind,212.51,GWh
2019-02-01,Electricity Generation by bagasse,98.53,GWh
2019-02-01,Electricity Generation by Solar,52.94,GWh
2019-03-01,Total Electricity Generation by all sources,7721.31,GWh
2019-03-01,Electricity Generation by Hydel,1601.12,GWh
2019-03-01,Electricity Generation by Coal,1068.76,GWh
2019-03-01,Electricity Generation by Residual Fuel Oil (RFO),40.29,GWh
2019-03-01,Electricity Generation by Gas,1832.86,GWh
2019-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1883.76,GWh
2019-03-01,Electricity Generation by Nuclear,877.65,GWh
