date,source,generation_gwh,unit
2022-03-01,Electricity Generation by bagasse,107.005,GWh
2022-03-01,Electricity Generation by Solar,68.731,GWh
2022-04-01,Total Electricity Generation by all sources,12960.4,GWh
2022-04-01,Electricity Generation by Hydel,2404.4,GWh
2022-04-01,Electricity Generation by Coal,2168.9,GWh
2022-04-01,Electricity Generation by High Speed Diesel (HSD),58.5,GWh
2022-04-01,Electricity Generation by Residual Fuel Oil (RFO),1564.1,GWh
2022-04-01,Electricity Generation by Gas,1276.6,GWh
2022-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2516.8,GWh
2022-04-01,Electricity Generation by Nuclear,2251.2,GWh
2022-04-01,Electricity Imported from Iran,52.0,GWh
2022-04-01,Electricity Generation by Mixed,9.4,GWh
2022-04-01,Electricity Generation by Wind,464.8,GWh
2022-04-01,Electricity Generation by bagasse,106.5,GWh
2022-04-01,Electricity Generation by Solar,87.3,GWh
2022-05-01,Total Electricity Generation by all sources,14656.9,GWh
2022-05-01,Electricity Generation by Hydel,3590.8,GWh
2022-05-01,Electricity Generation by Coal,2018.5,GWh
2022-05-01,Electricity Generation by High Speed Diesel (HSD),28.5,GWh
2022-05-01,Electricity Generation by Residual Fuel Oil (RFO),1290.3,GWh
2022-05-01,Electricity Generation by Gas,1464.6,GWh
2022-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3355.2,GWh
2022-05-01,Electricity Generation by Nuclear,1890.4,GWh
2022-05-01,Electricity Imported from Iran,54.5,GWh
2022-05-01,Electricity Generation by Mixed,16.8,GWh
2022-05-01,Electricity Generation by Wind,779.1,GWh
2022-05-01,Electricity Generation by bagasse,78.3,GWh
2022-05-01,Electricity Generation by Solar,89.9,GWh
2022-06-01,Total Electricity Generation by all sources,13876.1,GWh
2022-06-01,Electricity Generation by Hydel,3361.2,GWh
2022-06-01,Electricity Generation by Coal,1883.1,GWh
2022-06-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-06-01,Electricity Generation by Residual Fuel Oil (RFO),1454.0,GWh
2022-06-01,Electricity Generation by Gas,1479.3,GWh
2022-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),3390.5,GWh
2022-06-01,Electricity Generation by Nuclear,1265.7,GWh
2022-06-01,Electricity Imported from Iran,51.5,GWh
2022-06-01,Electricity Generation by Mixed,9.9,GWh
2022-06-01,Electricity Generation by Wind,811.6,GWh
2022-06-01,Electricity Generation by bagasse,83.0,GWh
2022-06-01,Electricity Generation by Solar,86.3,GWh
2022-07-01,Total Electricity Generation by all sources,14150.9,GWh
2022-07-01,Electricity Generation by Hydel,4976.9,GWh
2022-07-01,Electricity Generation by Coal,1802.2,GWh
2022-07-01,Electricity Generation by High Speed Diesel (HSD),206.0,GWh
2022-07-01,Electricity Generation by Residual Fuel Oil (RFO),876.9,GWh
2022-07-01,Electricity Generation by Gas,1466.4,GWh
2022-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2119.6,GWh
2022-07-01,Electricity Generation by Nuclear,2009.5,GWh
2022-07-01,Electricity Imported from Iran,46.6,GWh
2022-07-01,Electricity Generation by Mixed,16.9,GWh
2022-07-01,Electricity Generation by Wind,518.5,GWh
2022-07-01,Electricity Generation by bagasse,40.6,GWh
2022-07-01,Electricity Generation by Solar,70.8,GWh
2022-08-01,Total Electricity Generation by all sources,14052.6,GWh
2022-08-01,Electricity Generation by Hydel,5353.7,GWh
2022-08-01,Electricity Generation by Coal,2163.0,GWh
2022-08-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-08-01,Electricity Generation by Residual Fuel Oil (RFO),1021.4,GWh
2022-08-01,Electricity Generation by Gas,1315.2,GWh
2022-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1755.8,GWh
2022-08-01,Electricity Generation by Nuclear,1874.0,GWh
2022-08-01,Electricity Imported from Iran,54.5,GWh
2022-08-01,Electricity Generation by Mixed,17.8,GWh
2022-08-01,Electricity Generation by Wind,390.7,GWh
2022-08-01,Electricity Generation by bagasse,33.1,GWh
2022-08-01,Electricity Generation by Solar,73.4,GWh
2022-09-01,Total Electricity Generation by all sources,12877.8,GWh
2022-09-01,Electricity Generation by Hydel,4403.8,GWh
2022-09-01,Electricity Generation by Coal,1449.2,GWh
2022-09-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-09-01,Electricity Generation by Residual Fuel Oil (RFO),1080.5,GWh
2022-09-01,Electricity Generation by Gas,1205.5,GWh
2022-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1821.2,GWh
2022-09-01,Electricity Generation by Nuclear,2265.5,GWh
2022-09-01,Electricity Imported from Iran,53.7,GWh
2022-09-01,Electricity Generation by Mixed,15.9,GWh
2022-09-01,Electricity Generation by Wind,466.9,GWh
2022-09-01,Electricity Generation by bagasse,34.0,GWh
2022-09-01,Electricity Generation by Solar,81.7,GWh
2022-10-01,Total Electricity Generation by all sources,10704.9,GWh
2022-10-01,Electricity Generation by Hydel,3143.6,GWh
2022-10-01,Electricity Generation by Coal,1656.5,GWh
2022-10-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-10-01,Electricity Generation by Residual Fuel Oil (RFO),156.6,GWh
2022-10-01,Electricity Generation by Gas,1296.4,GWh
2022-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1843.7,GWh
2022-10-01,Electricity Generation by Nuclear,2206.3,GWh
2022-10-01,Electricity Imported from Iran,47.8,GWh
2022-10-01,Electricity Generation by Mixed,14.8,GWh
2022-10-01,Electricity Generation by Wind,222.4,GWh
2022-10-01,Electricity Generation by bagasse,37.8,GWh
2022-10-01,Electricity Generation by Solar,79.1,GWh
2022-11-01,Total Electricity Generation by all sources,8368.0,GWh
2022-11-01,Electricity Generation by Hydel,2484.0,GWh
2022-11-01,Electricity Generation by Coal,975.0,GWh
2022-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-11-01,Electricity Generation by Residual Fuel Oil (RFO),11.0,GWh
2022-11-01,Electricity Generation by Gas,1189.0,GWh
2022-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1012.0,GWh
2022-11-01,Electricity Generation by Nuclear,2338.0,GWh
2022-11-01,Electricity Imported from Iran,45.0,GWh
2022-11-01,Electricity Generation by Mixed,7.0,GWh
2022-11-01,Electricity Generation by Wind,158.0,GWh
2022-11-01,Electricity Generation by bagasse,70.0,GWh
2022-11-01,Electricity Generation by Solar,79.0,GWh
2022-12-01,Total Electricity Generation by all sources,8416.72,GWh
2022-12-01,Electricity Generation by Hydel,1720.4,GWh
2022-12-01,Electricity Generation by Coal,1520.9,GWh
2022-12-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2022-12-01,Electricity Generation by Residual Fuel Oil (RFO),38.91,GWh
2022-12-01,Electricity Generation by Gas,1273.8,GWh
2022-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1153.7,GWh
2022-12-01,Electricity Generation by Nuclear,2284.86,GWh
2022-12-01,Electricity Imported from Iran,39.85,GWh
2022-12-01,Electricity Generation by Mixed,2.18,GWh
2022-12-01,Electricity Generation by Wind,211.57,GWh
2022-12-01,Electricity Generation by bagasse,101.09,GWh
2022-12-01,Electricity Generation by Solar,69.46,GWh
2023-01-01,Total Electricity Generation by all sources,8514.84,GWh
2023-01-01,Electricity Generation by Hydel,800.33,GWh
2023-01-01,Electricity Generation by Coal,2443.77,GWh
2023-01-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-01-01,Electricity Generation by Residual Fuel Oil (RFO),463.32,GWh
2023-01-01,Electricity Generation by Gas,1145.89,GWh
2023-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1285.79,GWh
2023-01-01,Electricity Generation by Nuclear,1875.65,GWh
2023-01-01,Electricity Imported from Iran,37.13,GWh
2023-01-01,Electricity Generation by Mixed,2.15,GWh
2023-01-01,Electricity Generation by Wind,287.21,GWh
2023-01-01,Electricity Generation by bagasse,101.44,GWh
2023-01-01,Electricity Generation by Solar,72.16,GWh
2023-02-01,Total Electricity Generation by all sources,7755.532,GWh
2023-02-01,Electricity Generation by Hydel,2052.158,GWh
2023-02-01,Electricity Generation by Coal,1091.14,GWh
2023-02-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-02-01,Electricity Generation by Residual Fuel Oil (RFO),107.774,GWh
2023-02-01,Electricity Generation by Gas,849.61,GWh
2023-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1462.357,GWh
2023-02-01,Electricity Generation by Nuclear,1883.091,GWh
2023-02-01,Electricity Imported from Iran,32.95,GWh
2023-02-01,Electricity Generation by Mixed,1.873,GWh
2023-02-01,Electricity Generation by Wind,92.202,GWh
2023-02-01,Electricity Generation by bagasse,100.117,GWh
2023-02-01,Electricity Generation by Solar,82.26,GWh
2023-03-01,Total Electricity Generation by all sources,8741.32,GWh
2023-03-01,Electricity Generation by Hydel,2001.612,GWh
2023-03-01,Electricity Generation by Coal,1333.514,GWh
2023-03-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-03-01,Electricity Generation by Residual Fuel Oil (RFO),40.526,GWh
2023-03-01,Electricity Generation by Gas,1107.011,GWh
2023-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1784.592,GWh
2023-03-01,Electricity Generation by Nuclear,2002.007,GWh
2023-03-01,Electricity Imported from Iran,31.581,GWh
2023-03-01,Electricity Generation by Mixed,3.562,GWh
2023-03-01,Electricity Generation by Wind,221.327,GWh
2023-03-01,Electricity Generation by bagasse,104.859,GWh
2023-03-01,Electricity Generation by Solar,110.729,GWh
2023-04-01,Total Electricity Generation by all sources,10010.298,GWh
2023-04-01,Electricity Generation by Hydel,1872.236,GWh
2023-04-01,Electricity Generation by Coal,1818.513,GWh
2023-04-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-04-01,Electricity Generation by Residual Fuel Oil (RFO),222.598,GWh
2023-04-01,Electricity Generation by Gas,1189.438,GWh
2023-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2417.747,GWh
2023-04-01,Electricity Generation by Nuclear,1916.067,GWh
2023-04-01,Electricity Imported from Iran,30.459,GWh
2023-04-01,Electricity Generation by Mixed,13.349,GWh
2023-04-01,Electricity Generation by Wind,322.925,GWh
2023-04-01,Electricity Generation by bagasse,81.168,GWh
2023-04-01,Electricity Generation by Solar,125.798,GWh
2023-05-01,Total Electricity Generation by all sources,12283.68,GWh
2023-05-01,Electricity Generation by Hydel,3312.2,GWh
2023-05-01,Electricity Generation by Coal,2061.3,GWh
2023-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-05-01,Electricity Generation by Residual Fuel Oil (RFO),240.97,GWh
2023-05-01,Electricity Generation by Gas,1270.9,GWh
2023-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2988.05,GWh
2023-05-01,Electricity Generation by Nuclear,1542.59,GWh
2023-05-01,Electricity Imported from Iran,34.5,GWh
2023-05-01,Electricity Generation by Mixed,27.66,GWh
2023-05-01,Electricity Generation by Wind,606.58,GWh
2023-05-01,Electricity Generation by bagasse,74.87,GWh
2023-05-01,Electricity Generation by Solar,124.06,GWh
2023-06-01,Total Electricity Generation by all sources,13715.48,GWh
2023-06-01,Electricity Generation by Hydel,4133.45,GWh
2023-06-01,Electricity Generation by Coal,2434.43,GWh
2023-06-01,Electricity Generation by High Speed Diesel (HSD),10.24,GWh
2023-06-01,Electricity Generation by Residual Fuel Oil (RFO),744.42,GWh
2023-06-01,Electricity Generation by Gas,1170.93,GWh
2023-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2543.86,GWh
2023-06-01,Electricity Generation by Nuclear,1857.11,GWh
2023-06-01,Electricity Imported from Iran,24.98,GWh
2023-06-01,Electricity Generation by Mixed,27.07,GWh
2023-06-01,Electricity Generation by Wind,597.44,GWh
2023-06-01,Electricity Generation by bagasse,66.49,GWh
2023-06-01,Electricity Generation by Solar,105.06,GWh
2023-07-01,Total Electricity Generation by all sources,14838.72,GWh
2023-07-01,Electricity Generation by Hydel,5517.77,GWh
2023-07-01,Electricity Generation by Coal,2179.89,GWh
2023-07-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-07-01,Electricity Generation by Residual Fuel Oil (RFO),294.55,GWh
2023-07-01,Electricity Generation by Gas,1128.72,GWh
2023-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2918.09,GWh
2023-07-01,Electricity Generation by Nuclear,2106.93,GWh
2023-07-01,Electricity Imported from Iran,28.85,GWh
2023-07-01,Electricity Generation by Mixed,0.0,GWh
2023-07-01,Electricity Generation by Wind,548.76,GWh
2023-07-01,Electricity Generation by bagasse,39.97,GWh
2023-07-01,Electricity Generation by Solar,75.19,GWh
2023-08-01,Total Electricity Generation by all sources,15959.27,GWh
2023-08-01,Electricity Generation by Hydel,6005.5,GWh
2023-08-01,Electricity Generation by Coal,2357.23,GWh
2023-08-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-08-01,Electricity Generation by Residual Fuel Oil (RFO),649.164,GWh
2023-08-01,Electricity Generation by Gas,1213.61,GWh
2023-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2740.59,GWh
2023-08-01,Electricity Generation by Nuclear,2040.45,GWh
2023-08-01,Electricity Imported from Iran,26.199,GWh
2023-08-01,Electricity Generation by Mixed,0.0,GWh
2023-08-01,Electricity Generation by Wind,804.706,GWh
2023-08-01,Electricity Generation by bagasse,37.756,GWh
2023-08-01,Electricity Generation by Solar,84.071,GWh
2023-09-01,Total Electricity Generation by all sources,13339.216,GWh
2023-09-01,Electricity Generation by Hydel,5008.516,GWh
2023-09-01,Electricity Generation by Coal,2122.866,GWh
2023-09-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-09-01,Electricity Generation by Residual Fuel Oil (RFO),240.612,GWh
2023-09-01,Electricity Generation by Gas,1005.294,GWh
2023-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2127.804,GWh
2023-09-01,Electricity Generation by Nuclear,2286.35,GWh
2023-09-01,Electricity Imported from Iran,24.234,GWh
2023-09-01,Electricity Generation by Mixed,0.0,GWh
2023-09-01,Electricity Generation by Wind,410.229,GWh
2023-09-01,Electricity Generation by bagasse,34.517,GWh
2023-09-01,Electricity Generation by Solar,78.793,GWh
2023-10-01,Total Electricity Generation by all sources,9570.28,GWh
2023-10-01,Electricity Generation by Hydel,3114.14,GWh
2023-10-01,Electricity Generation by Coal,1670.17,GWh
2023-10-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-10-01,Electricity Generation by Gas,703.78,GWh
2023-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1938.71,GWh
2023-10-01,Electricity Generation by Nuclear,1826.26,GWh
2023-10-01,Electricity Imported from Iran,22.539,GWh
2023-10-01,Electricity Generation by Mixed,0.0,GWh
2023-10-01,Electricity Generation by Wind,191.141,GWh
2023-10-01,Electricity Generation by bagasse,28.764,GWh
2023-10-01,Electricity Generation by Solar,75.999,GWh
2023-11-01,Total Electricity Generation by all sources,7546.72,GWh
2023-11-01,Electricity Generation by Hydel,2754.862,GWh
2023-11-01,Electricity Generation by Coal,1473.117,GWh
2023-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-11-01,Electricity Generation by Residual Fuel Oil (RFO),0.276,GWh
2023-11-01,Electricity Generation by Gas,694.775,GWh
2023-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),797.993,GWh
2023-11-01,Electricity Generation by Nuclear,1571.661,GWh
2023-11-01,Electricity Imported from Iran,29.735,GWh
2023-11-01,Electricity Generation by Mixed,0.0,GWh
2023-11-01,Electricity Generation by Wind,147.839,GWh
2023-11-01,Electricity Generation by bagasse,26.677,GWh
2023-11-01,Electricity Generation by Solar,49.782,GWh
2023-12-01,Total Electricity Generation by all sources,8416.807,GWh
2023-12-01,Electricity Generation by Hydel,1720.429,GWh
2023-12-01,Electricity Generation by Coal,1520.927,GWh
2023-12-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2023-12-01,Electricity Generation by Residual Fuel Oil (RFO),38.913,GWh
2023-12-01,Electricity Generation by Gas,1273.796,GWh
2023-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1153.73,GWh
2023-12-01,Electricity Generation by Nuclear,2284.862,GWh
2023-12-01,Electricity Imported from Iran,39.853,GWh
2023-12-01,Electricity Generation by Mixed,2.179,GWh
2023-12-01,Electricity Generation by Wind,211.572,GWh
2023-12-01,Electricity Generation by bagasse,101.087,GWh
2023-12-01,Electricity Generation by Solar,69.46,GWh
2024-01-01,Total Electricity Generation by all sources,8313.733,GWh
2024-01-01,Electricity Generation by Hydel,924.215,GWh
2024-01-01,Electricity Generation by Coal,1948.933,GWh
2024-01-01,Electricity Generation by High Speed Diesel (HSD),101.674,GWh
2024-01-01,Electricity Generation by Residual Fuel Oil (RFO),750.423,GWh
2024-01-01,Electricity Generation by Gas,1035.368,GWh
2024-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1514.375,GWh
2024-01-01,Electricity Generation by Nuclear,1727.801,GWh
2024-01-01,Electricity Imported from Iran,29.086,GWh
2024-01-01,Electricity Generation by Mixed,0.0,GWh
2024-01-01,Electricity Generation by Wind,127.553,GWh
2024-01-01,Electricity Generation by bagasse,106.368,GWh
2024-01-01,Electricity Generation by Solar,47.936,GWh
2024-02-01,Total Electricity Generation by all sources,7116.046,GWh
2024-02-01,Electricity Generation by Hydel,1766.293,GWh
2024-02-01,Electricity Generation by Coal,1128.704,GWh
2024-02-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-02-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2024-02-01,Electricity Generation by Gas,787.007,GWh
2024-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1449.609,GWh
2024-02-01,Electricity Generation by Nuclear,1660.245,GWh
2024-02-01,Electricity Imported from Iran,25.657,GWh
2024-02-01,Electricity Generation by Mixed,0.0,GWh
2024-02-01,Electricity Generation by Wind,107.828,GWh
2024-02-01,Electricity Generation by bagasse,100.532,GWh
2024-02-01,Electricity Generation by Solar,90.173,GWh
2024-03-01,Total Electricity Generation by all sources,8023.26,GWh
2024-03-01,Electricity Generation by Hydel,2216.808,GWh
2024-03-01,Electricity Generation by Coal,861.773,GWh
2024-03-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-03-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2024-03-01,Electricity Generation by Gas,795.076,GWh
2024-03-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1658.442,GWh
2024-03-01,Electricity Generation by Nuclear,2069.6,GWh
2024-03-01,Electricity Imported from Iran,28.377,GWh
2024-03-01,Electricity Generation by Mixed,0.0,GWh
2024-03-01,Electricity Generation by Wind,204.7,GWh
2024-03-01,Electricity Generation by bagasse,78.5,GWh
2024-03-01,Electricity Generation by Solar,109.984,GWh
2024-04-01,Total Electricity Generation by all sources,8639.33,GWh
2024-04-01,Electricity Generation by Hydel,2070.347,GWh
2024-04-01,Electricity Generation by Coal,901.733,GWh
2024-04-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-04-01,Electricity Generation by Residual Fuel Oil (RFO),0.005,GWh
2024-04-01,Electricity Generation by Gas,974.751,GWh
2024-04-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2157.171,GWh
2024-04-01,Electricity Generation by Nuclear,2042.656,GWh
2024-04-01,Electricity Imported from Iran,37.094,GWh
2024-04-01,Electricity Generation by Mixed,0.0,GWh
2024-04-01,Electricity Generation by Wind,286.976,GWh
2024-04-01,Electricity Generation by bagasse,55.85,GWh
2024-04-01,Electricity Generation by Solar,112.747,GWh
2024-05-01,Total Electricity Generation by all sources,12616.953,GWh
2024-05-01,Electricity Generation by Hydel,3906.273,GWh
2024-05-01,Electricity Generation by Coal,1754.268,GWh
2024-05-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-05-01,Electricity Generation by Residual Fuel Oil (RFO),61.942,GWh
2024-05-01,Electricity Generation by Gas,1109.681,GWh
2024-05-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2747.549,GWh
2024-05-01,Electricity Generation by Nuclear,2360.023,GWh
2024-05-01,Electricity Imported from Iran,49.961644,GWh
2024-05-01,Electricity Generation by Mixed,0.0,GWh
2024-05-01,Electricity Generation by Wind,445.438,GWh
2024-05-01,Electricity Generation by bagasse,56.942,GWh
2024-05-01,Electricity Generation by Solar,124.874,GWh
2024-06-01,Total Electricity Generation by all sources,13459.20671,GWh
2024-06-01,Electricity Generation by Hydel,4728.500466,GWh
2024-06-01,Electricity Generation by Coal,2126.0618,GWh
2024-06-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-06-01,Electricity Generation by Residual Fuel Oil (RFO),262.962957,GWh
2024-06-01,Electricity Generation by Gas,1165.870809,GWh
2024-06-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2436.7609,GWh
2024-06-01,Electricity Generation by Nuclear,1998.393,GWh
2024-06-01,Electricity Imported from Iran,47.645034,GWh
2024-06-01,Electricity Generation by Mixed,0.0,GWh
2024-06-01,Electricity Generation by Wind,515.731984,GWh
2024-06-01,Electricity Generation by bagasse,59.738077,GWh
2024-06-01,Electricity Generation by Solar,117.541684,GWh
2024-07-01,Total Electricity Generation by all sources,14880.34,GWh
2024-07-01,Electricity Generation by Hydel,5341.22,GWh
2024-07-01,Electricity Generation by Coal,2642.83,GWh
2024-07-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-07-01,Electricity Generation by Residual Fuel Oil (RFO),102.1,GWh
2024-07-01,Electricity Generation by Gas,1180.1,GWh
2024-07-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2969.74,GWh
2024-07-01,Electricity Generation by Nuclear,1987.72,GWh
2024-07-01,Electricity Imported from Iran,47.76,GWh
2024-07-01,Electricity Generation by Mixed,0.0,GWh
2024-07-01,Electricity Generation by Wind,445.01,GWh
2024-07-01,Electricity Generation by bagasse,53.37,GWh
2024-07-01,Electricity Generation by Solar,110.49,GWh
2024-08-01,Total Electricity Generation by all sources,13178.9,GWh
2024-08-01,Electricity Generation by Hydel,5361.56,GWh
2024-08-01,Electricity Generation by Coal,1986.35,GWh
2024-08-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-08-01,Electricity Generation by Residual Fuel Oil (RFO),5.66,GWh
2024-08-01,Electricity Generation by Gas,950.21,GWh
2024-08-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2105.69,GWh
2024-08-01,Electricity Generation by Nuclear,2190.31,GWh
2024-08-01,Electricity Imported from Iran,35.77,GWh
2024-08-01,Electricity Generation by Mixed,0.0,GWh
2024-08-01,Electricity Generation by Wind,398.25,GWh
2024-08-01,Electricity Generation by bagasse,46.71,GWh
2024-08-01,Electricity Generation by Solar,98.37,GWh
2024-09-01,Total Electricity Generation by all sources,12486.59,GWh
2024-09-01,Electricity Generation by Hydel,4837.98,GWh
2024-09-01,Electricity Generation by Coal,2410.12,GWh
2024-09-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-09-01,Electricity Generation by Residual Fuel Oil (RFO),39.19,GWh
2024-09-01,Electricity Generation by Gas,988.1,GWh
2024-09-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2039.26,GWh
2024-09-01,Electricity Generation by Nuclear,1595.67,GWh
2024-09-01,Electricity Imported from Iran,40.3,GWh
2024-09-01,Electricity Generation by Mixed,0.0,GWh
2024-09-01,Electricity Generation by Wind,395.45,GWh
2024-09-01,Electricity Generation by bagasse,35.6,GWh
2024-09-01,Electricity Generation by Solar,104.93,GWh
2024-10-01,Total Electricity Generation by all sources,10262.37,GWh
2024-10-01,Electricity Generation by Hydel,3187.39,GWh
2024-10-01,Electricity Generation by Coal,2420.79,GWh
2024-10-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-10-01,Electricity Generation by Residual Fuel Oil (RFO),2.0,GWh
2024-10-01,Electricity Generation by Gas,825.94,GWh
2024-10-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),2002.62,GWh
2024-10-01,Electricity Generation by Nuclear,1441.94,GWh
2024-10-01,Electricity Imported from Iran,42.38,GWh
2024-10-01,Electricity Generation by Mixed,0.0,GWh
2024-10-01,Electricity Generation by Wind,189.98,GWh
2024-10-01,Electricity Generation by bagasse,50.26,GWh
2024-10-01,Electricity Generation by Solar,99.07,GWh
2024-11-01,Total Electricity Generation by all sources,8031.5,GWh
2024-11-01,Electricity Generation by Hydel,2859.994,GWh
2024-11-01,Electricity Generation by Coal,1495.647,GWh
2024-11-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-11-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2024-11-01,Electricity Generation by Gas,858.024,GWh
2024-11-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),906.61,GWh
2024-11-01,Electricity Generation by Nuclear,1655.204,GWh
2024-11-01,Electricity Imported from Iran,36.803,GWh
2024-11-01,Electricity Generation by Mixed,0.0,GWh
2024-11-01,Electricity Generation by Wind,98.003,GWh
2024-11-01,Electricity Generation by bagasse,52.226,GWh
2024-11-01,Electricity Generation by Solar,69.084,GWh
2024-12-01,Total Electricity Generation by all sources,7799.69,GWh
2024-12-01,Electricity Generation by Hydel,1778.28,GWh
2024-12-01,Electricity Generation by Coal,907.91,GWh
2024-12-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2024-12-01,Electricity Generation by Residual Fuel Oil (RFO),2.64,GWh
2024-12-01,Electricity Generation by Gas,959.82,GWh
2024-12-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1614.68,GWh
2024-12-01,Electricity Generation by Nuclear,2065.1,GWh
2024-12-01,Electricity Imported from Iran,32.76,GWh
2024-12-01,Electricity Generation by Mixed,0.0,GWh
2024-12-01,Electricity Generation by Wind,261.62,GWh
2024-12-01,Electricity Generation by bagasse,101.07,GWh
2024-12-01,Electricity Generation by Solar,75.82,GWh
2025-01-01,Total Electricity Generation by all sources,8153.28,GWh
2025-01-01,Electricity Generation by Hydel,866.39,GWh
2025-01-01,Electricity Generation by Coal,1964.12,GWh
2025-01-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-01-01,Electricity Generation by Residual Fuel Oil (RFO),109.12,GWh
2025-01-01,Electricity Generation by Gas,1069.05,GWh
2025-01-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),1542.29,GWh
2025-01-01,Electricity Generation by Nuclear,2169.37,GWh
2025-01-01,Electricity Imported from Iran,33.59,GWh
2025-01-01,Electricity Generation by Mixed,0.0,GWh
2025-01-01,Electricity Generation by Wind,218.04,GWh
2025-01-01,Electricity Generation by bagasse,95.3,GWh
2025-01-01,Electricity Generation by Solar,86.02,GWh
2025-02-01,Total Electricity Generation by all sources,6933.87,GWh
2025-02-01,Electricity Generation by Hydel,1871.87,GWh
2025-02-01,Electricity Generation by Coal,1151.56,GWh
2025-02-01,Electricity Generation by High Speed Diesel (HSD),0.0,GWh
2025-02-01,Electricity Generation by Residual Fuel Oil (RFO),0.0,GWh
2025-02-01,Electricity Generation by Gas,716.49,GWh
2025-02-01,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),980.25,GWh
2025-02-01,Electricity Generation by Nuclear,1846.94,GWh
2025-02-01,Electricity Imported from Iran,29.63,GWh
2025-02-01,Electricity Generation by Mixed,0.0,GWh
