date,year,month,month_name,source,category,generation_gwh,unit
2015-08-01,2015,8,Aug,Electricity Generation by Mixed,Fossil / Other,33.67, GWh
2015-08-01,2015,8,Aug,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2767.43, GWh
2015-08-01,2015,8,Aug,Electricity Generation by Nuclear,Nuclear,181.68, GWh
2015-08-01,2015,8,Aug,Electricity Generation by Hydel,Renewable,4382.39, GWh
2015-08-01,2015,8,Aug,Electricity Generation by Solar,Renewable,14.74, GWh
2015-08-01,2015,8,Aug,Electricity Generation by Wind,Renewable,94.29, GWh
2015-08-01,2015,8,Aug,Electricity Generation by bagasse,Renewable,33.94, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Coal,Fossil / Other,10.2, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Gas,Fossil / Other,2737.42, GWh
2015-09-01,2015,9,Sep,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,106.89, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Mixed,Fossil / Other,15.07, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2297.87, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Nuclear,Nuclear,186.79, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Hydel,Renewable,4138.62, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Solar,Renewable,15.01, GWh
2015-09-01,2015,9,Sep,Electricity Generation by Wind,Renewable,52.47, GWh
2015-09-01,2015,9,Sep,Electricity Generation by bagasse,Renewable,19.53, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Coal,Fossil / Other,4.61, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Gas,Fossil / Other,2721.89, GWh
2015-10-01,2015,10,Oct,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,172.74, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Mixed,Fossil / Other,10.83, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2572.81, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Nuclear,Nuclear,226.64, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Hydel,Renewable,2495.76, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Solar,Renewable,14.05, GWh
2015-10-01,2015,10,Oct,Electricity Generation by Wind,Renewable,37.24, GWh
2015-10-01,2015,10,Oct,Electricity Generation by bagasse,Renewable,0.07, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Coal,Fossil / Other,6.58, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Gas,Fossil / Other,2188.0, GWh
2015-11-01,2015,11,Nov,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,28.4, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Mixed,Fossil / Other,12.26, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,1856.25, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Nuclear,Nuclear,219.16, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Hydel,Renewable,2302.36, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Solar,Renewable,10.45, GWh
2015-11-01,2015,11,Nov,Electricity Generation by Wind,Renewable,45.74, GWh
2015-11-01,2015,11,Nov,Electricity Generation by bagasse,Renewable,18.49, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Coal,Fossil / Other,10.0, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Gas,Fossil / Other,2087.55, GWh
2015-12-01,2015,12,Dec,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,99.42, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Mixed,Fossil / Other,31.96, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2484.42, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Nuclear,Nuclear,226.37, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Hydel,Renewable,1802.71, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Solar,Renewable,10.87, GWh
2015-12-01,2015,12,Dec,Electricity Generation by Wind,Renewable,36.09, GWh
2015-12-01,2015,12,Dec,Electricity Generation by bagasse,Renewable,55.72, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Coal,Fossil / Other,12.49, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Gas,Fossil / Other,1717.82, GWh
2016-01-01,2016,1,Jan,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,367.3, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Mixed,Fossil / Other,32.43, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3387.48, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Nuclear,Nuclear,280.64, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Hydel,Renewable,842.95, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Solar,Renewable,9.0, GWh
2016-01-01,2016,1,Jan,Electricity Generation by Wind,Renewable,27.88, GWh
2016-01-01,2016,1,Jan,Electricity Generation by bagasse,Renewable,59.22, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Coal,Fossil / Other,5.13, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Gas,Fossil / Other,1460.28, GWh
2016-02-01,2016,2,Feb,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,3.44, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Mixed,Fossil / Other,30.29, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2133.0, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Nuclear,Nuclear,404.35, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Hydel,Renewable,2213.26, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Solar,Renewable,13.83, GWh
2016-02-01,2016,2,Feb,Electricity Generation by Wind,Renewable,39.29, GWh
2016-02-01,2016,2,Feb,Electricity Generation by bagasse,Renewable,61.87, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Coal,Fossil / Other,12.36, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Gas,Fossil / Other,2231.05, GWh
2016-03-01,2016,3,Mar,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,11.89, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Mixed,Fossil / Other,19.88, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,1992.02, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Nuclear,Nuclear,439.2, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Hydel,Renewable,1855.42, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Solar,Renewable,14.73, GWh
2016-03-01,2016,3,Mar,Electricity Generation by Wind,Renewable,51.4, GWh
2016-03-01,2016,3,Mar,Electricity Generation by bagasse,Renewable,74.23, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Coal,Fossil / Other,11.52, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Gas,Fossil / Other,2524.12, GWh
2016-04-01,2016,4,Apr,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,12.96, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Mixed,Fossil / Other,9.13, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2251.3, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Nuclear,Nuclear,421.39, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Hydel,Renewable,2385.69, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Solar,Renewable,15.16, GWh
2016-04-01,2016,4,Apr,Electricity Generation by Wind,Renewable,73.9, GWh
2016-04-01,2016,4,Apr,Electricity Generation by bagasse,Renewable,69.58, GWh
2016-05-01,2016,5,May,Electricity Generation by Coal,Fossil / Other,10.73, GWh
2016-05-01,2016,5,May,Electricity Generation by Gas,Fossil / Other,2963.73, GWh
2016-05-01,2016,5,May,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,22.56, GWh
2016-05-01,2016,5,May,Electricity Generation by Mixed,Fossil / Other,9.11, GWh
2016-05-01,2016,5,May,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2732.92, GWh
2016-05-01,2016,5,May,Electricity Generation by Nuclear,Nuclear,416.99, GWh
2016-05-01,2016,5,May,Electricity Generation by Hydel,Renewable,3584.26, GWh
2016-05-01,2016,5,May,Electricity Generation by Solar,Renewable,29.85, GWh
2016-05-01,2016,5,May,Electricity Generation by Wind,Renewable,126.88, GWh
2016-05-01,2016,5,May,Electricity Generation by bagasse,Renewable,61.52, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Coal,Fossil / Other,12.35, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Gas,Fossil / Other,1923.67, GWh
2016-06-01,2016,6,Jun,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,197.97, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Mixed,Fossil / Other,9.78, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3420.79, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Nuclear,Nuclear,422.01, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Hydel,Renewable,3739.78, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Solar,Renewable,46.41, GWh
2016-06-01,2016,6,Jun,Electricity Generation by Wind,Renewable,11.12, GWh
2016-06-01,2016,6,Jun,Electricity Generation by bagasse,Renewable,66.15, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Coal,Fossil / Other,8.399, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Gas,Fossil / Other,2054.58, GWh
2016-07-01,2016,7,Jul,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,86.53, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Mixed,Fossil / Other,8.11, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1000.51, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3168.7, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Nuclear,Nuclear,434.59, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Hydel,Renewable,3948.02, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Solar,Renewable,57.51, GWh
2016-07-01,2016,7,Jul,Electricity Generation by Wind,Renewable,129.65, GWh
2016-07-01,2016,7,Jul,Electricity Generation by bagasse,Renewable,63.54, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Coal,Fossil / Other,10.44, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Gas,Fossil / Other,2343.99, GWh
2016-08-01,2016,8,Aug,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,142.16, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Mixed,Fossil / Other,7.84, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,291.27, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3054.42, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Nuclear,Nuclear,432.19, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Hydel,Renewable,4249.59, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Solar,Renewable,52.0, GWh
2016-08-01,2016,8,Aug,Electricity Generation by Wind,Renewable,82.63, GWh
2016-08-01,2016,8,Aug,Electricity Generation by bagasse,Renewable,68.95, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Coal,Fossil / Other,8.13, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Gas,Fossil / Other,2233.36, GWh
2016-09-01,2016,9,Sep,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,101.66, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Mixed,Fossil / Other,7.03, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,297.53, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2651.33, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Nuclear,Nuclear,422.31, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Hydel,Renewable,4209.5, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Solar,Renewable,61.87, GWh
2016-09-01,2016,9,Sep,Electricity Generation by Wind,Renewable,143.08, GWh
2016-09-01,2016,9,Sep,Electricity Generation by bagasse,Renewable,42.21, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Coal,Fossil / Other,10.17, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Gas,Fossil / Other,2118.17, GWh
2016-10-01,2016,10,Oct,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,172.84, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Mixed,Fossil / Other,5.98, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,353.6, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2630.35, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Nuclear,Nuclear,437.42, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Hydel,Renewable,2762.04, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Solar,Renewable,56.41, GWh
2016-10-01,2016,10,Oct,Electricity Generation by Wind,Renewable,71.59, GWh
2016-10-01,2016,10,Oct,Electricity Generation by bagasse,Renewable,18.66, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Coal,Fossil / Other,0.0, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Gas,Fossil / Other,1925.57, GWh
2016-11-01,2016,11,Nov,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,0.0, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Mixed,Fossil / Other,14.57, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,286.15, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,1345.02, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Nuclear,Nuclear,338.4, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Hydel,Renewable,2842.53, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Solar,Renewable,45.34, GWh
2016-11-01,2016,11,Nov,Electricity Generation by Wind,Renewable,46.67, GWh
2016-11-01,2016,11,Nov,Electricity Generation by bagasse,Renewable,55.99, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Coal,Fossil / Other,2.5, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Gas,Fossil / Other,1855.34, GWh
2016-12-01,2016,12,Dec,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,60.62, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Mixed,Fossil / Other,27.79, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2673.3, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Nuclear,Nuclear,441.69, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Hydel,Renewable,1642.65, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Solar,Renewable,43.16, GWh
2016-12-01,2016,12,Dec,Electricity Generation by Wind,Renewable,54.13, GWh
2016-12-01,2016,12,Dec,Electricity Generation by bagasse,Renewable,69.78, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Coal,Fossil / Other,9.62, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Gas,Fossil / Other,1822.2, GWh
2017-01-01,2017,1,Jan,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,362.08, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Mixed,Fossil / Other,32.45, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3295.96, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Nuclear,Nuclear,580.55, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Hydel,Renewable,811.78, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Solar,Renewable,38.89, GWh
2017-01-01,2017,1,Jan,Electricity Generation by Wind,Renewable,106.81, GWh
2017-01-01,2017,1,Jan,Electricity Generation by bagasse,Renewable,73.28, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Coal,Fossil / Other,4.6, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Gas,Fossil / Other,1796.6, GWh
2017-02-01,2017,2,Feb,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,5.9, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Mixed,Fossil / Other,36.1, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,537.8, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,1677.5, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Nuclear,Nuclear,581.0, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Hydel,Renewable,1493.5, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Solar,Renewable,54.2, GWh
2017-02-01,2017,2,Feb,Electricity Generation by Wind,Renewable,51.0, GWh
2017-02-01,2017,2,Feb,Electricity Generation by bagasse,Renewable,80.5, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Coal,Fossil / Other,8.7, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Gas,Fossil / Other,2218.74, GWh
2017-03-01,2017,3,Mar,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,38.15, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Mixed,Fossil / Other,50.21, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,611.23, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2495.77, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Nuclear,Nuclear,616.62, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Hydel,Renewable,1284.24, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Solar,Renewable,62.87, GWh
2017-03-01,2017,3,Mar,Electricity Generation by Wind,Renewable,86.64, GWh
2017-03-01,2017,3,Mar,Electricity Generation by bagasse,Renewable,107.94, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Coal,Fossil / Other,13.1, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Gas,Fossil / Other,1938.45, GWh
2017-04-01,2017,4,Apr,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,137.65, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Mixed,Fossil / Other,29.54, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,785.68, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3081.24, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Nuclear,Nuclear,440.8, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Hydel,Renewable,2025.71, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Solar,Renewable,62.76, GWh
2017-04-01,2017,4,Apr,Electricity Generation by Wind,Renewable,149.27, GWh
2017-04-01,2017,4,Apr,Electricity Generation by bagasse,Renewable,132.87, GWh
2017-05-01,2017,5,May,Electricity Generation by Coal,Fossil / Other,237.06, GWh
2017-05-01,2017,5,May,Electricity Generation by Gas,Fossil / Other,1944.85, GWh
2017-05-01,2017,5,May,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,405.56, GWh
2017-05-01,2017,5,May,Electricity Generation by Mixed,Fossil / Other,25.08, GWh
2017-05-01,2017,5,May,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,857.31, GWh
2017-05-01,2017,5,May,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3305.8, GWh
2017-05-01,2017,5,May,Electricity Generation by Nuclear,Nuclear,485.44, GWh
2017-05-01,2017,5,May,Electricity Generation by Hydel,Renewable,3325.01, GWh
2017-05-01,2017,5,May,Electricity Generation by Solar,Renewable,62.85, GWh
2017-05-01,2017,5,May,Electricity Generation by Wind,Renewable,210.07, GWh
2017-05-01,2017,5,May,Electricity Generation by bagasse,Renewable,113.55, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Coal,Fossil / Other,652.44, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Gas,Fossil / Other,2111.76, GWh
2017-06-01,2017,6,Jun,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,155.37, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Mixed,Fossil / Other,26.67, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1406.78, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2559.93, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Nuclear,Nuclear,657.14, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Hydel,Renewable,3490.23, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Solar,Renewable,54.29, GWh
2017-06-01,2017,6,Jun,Electricity Generation by Wind,Renewable,195.65, GWh
2017-06-01,2017,6,Jun,Electricity Generation by bagasse,Renewable,94.09, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Coal,Fossil / Other,368.05, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Gas,Fossil / Other,2145.17, GWh
2017-07-01,2017,7,Jul,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,335.59, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Mixed,Fossil / Other,26.69, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1514.5, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3198.5, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Nuclear,Nuclear,641.59, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Hydel,Renewable,3847.55, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Solar,Renewable,56.63, GWh
2017-07-01,2017,7,Jul,Electricity Generation by Wind,Renewable,232.78, GWh
2017-07-01,2017,7,Jul,Electricity Generation by bagasse,Renewable,75.31, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Coal,Fossil / Other,405.07, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Gas,Fossil / Other,2146.31, GWh
2017-08-01,2017,8,Aug,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,335.99, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Mixed,Fossil / Other,31.02, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1369.2, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,3122.95, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Nuclear,Nuclear,736.333, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Hydel,Renewable,4196.51, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Solar,Renewable,59.76, GWh
2017-08-01,2017,8,Aug,Electricity Generation by Wind,Renewable,204.4, GWh
2017-08-01,2017,8,Aug,Electricity Generation by bagasse,Renewable,94.09, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Coal,Fossil / Other,551.18, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Gas,Fossil / Other,1882.79, GWh
2017-09-01,2017,9,Sep,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,60.25, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Mixed,Fossil / Other,56.68, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1326.37, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2328.48, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Nuclear,Nuclear,777.55, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Hydel,Renewable,4142.64, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Solar,Renewable,61.94, GWh
2017-09-01,2017,9,Sep,Electricity Generation by Wind,Renewable,141.65, GWh
2017-09-01,2017,9,Sep,Electricity Generation by bagasse,Renewable,110.28, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Coal,Fossil / Other,687.36, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Gas,Fossil / Other,1683.17, GWh
2017-10-01,2017,10,Oct,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,0.0, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Mixed,Fossil / Other,56.79, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,1492.74, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2547.48, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Nuclear,Nuclear,837.6, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Hydel,Renewable,2438.39, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Solar,Renewable,82.82, GWh
2017-10-01,2017,10,Oct,Electricity Generation by Wind,Renewable,76.76, GWh
2017-10-01,2017,10,Oct,Electricity Generation by bagasse,Renewable,65.56, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Coal,Fossil / Other,961.75, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Gas,Fossil / Other,1778.11, GWh
2017-11-01,2017,11,Nov,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,0.0, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Mixed,Fossil / Other,56.13, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,869.66, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,648.5, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Nuclear,Nuclear,634.21, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Hydel,Renewable,2212.47, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Solar,Renewable,42.2, GWh
2017-11-01,2017,11,Nov,Electricity Generation by Wind,Renewable,71.1, GWh
2017-11-01,2017,11,Nov,Electricity Generation by bagasse,Renewable,55.46, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Coal,Fossil / Other,909.58, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Gas,Fossil / Other,1787.66, GWh
2017-12-01,2017,12,Dec,Electricity Generation by High Speed Diesel (HSD),Fossil / Other,51.48, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Mixed,Fossil / Other,55.35, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Regasification Liquefied Natural Gas(RLNG),Fossil / Other,365.86, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Residual Fuel Oil (RFO),Fossil / Other,2281.45, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Nuclear,Nuclear,728.59, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Hydel,Renewable,1231.53, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Solar,Renewable,48.78, GWh
2017-12-01,2017,12,Dec,Electricity Generation by Wind,Renewable,106.75, GWh
2017-12-01,2017,12,Dec,Electricity Generation by bagasse,Renewable,86.39, GWh
